"","kME_MM.turquoise","kME_MM.yellow","kME_MM.blue","kME_MM.brown","kME_MM.grey"
"Gene.138",-0.205748392670649,0.36566723223409,0.574604356961081,0.379624692695689,-0.535494055456317
"Gene.139",0.0323679390328613,0.463162441522893,0.521217488144466,0.233180737924147,-0.398650072216303
"Gene.140",-0.478230885216269,0.0535763140445369,0.469170650515079,0.892442681204117,-0.494428357827688
"Gene.141",-0.078152068966153,0.492575537992491,0.622382235526512,0.370424077322707,-0.50972801161779
"Gene.142",-0.222658874905479,0.348400799907356,0.640186357180316,0.478399748310263,-0.463016358346913
"Gene.143",-0.329286114695898,0.187504454427012,0.522346452999826,0.41750327718879,-0.50013076328042
"Gene.144",-0.241853794320932,0.361005246218363,0.578997483120338,0.277438525616923,-0.58756300086771
"Gene.145",-0.406925121376065,0.248126062145263,0.587190377854709,0.454306706995136,-0.605769402462484
"Gene.146",-0.276325375342393,0.349581635731571,0.657318273446069,0.548188888750067,-0.582535212965977
"Gene.147",-0.035312806615038,0.418889192609092,0.506533251572017,0.431468427424803,-0.435342655572105
"Gene.148",0.0168179681045237,0.487733567258323,0.530393912619269,0.18955986571226,-0.406806899559901
"Gene.149",-0.0613397036360956,0.370254365772812,0.48417122587781,0.353999665735825,-0.401984382041822
"Gene.150",-0.0420847000407566,0.419536644935706,0.479182308657209,0.130875215652776,-0.52006478626037
"Gene.151",-0.140802352483213,0.320335686075019,0.501036783268427,0.842053835723568,-0.415323529152183
"Gene.152",-0.167168582885993,0.354578645066291,0.550061840746903,0.206842474924803,-0.465664828314854
"Gene.153",-0.450761667138961,0.0586526593591722,0.451571365074754,0.360883513269192,-0.474928951084277
"Gene.154",-0.234321434187297,0.394064026612809,0.66374532930968,0.51984319441368,-0.601532223444555
"Gene.155",0.342134900171961,0.832343856358413,0.625054108883491,0.337503603883246,-0.480745267337061
"Gene.156",0.149559895316137,0.526391702373364,0.416981122351476,0.113091348043038,-0.452267627993523
"Gene.157",-0.193893535933202,0.417017121898124,0.616616107909222,0.40549236524765,-0.60097188753962
"Gene.158",-0.270731524631808,0.331105514355982,0.576404229946112,0.297175667663264,-0.598878001281996
"Gene.159",-0.316504237584521,0.261787424438358,0.503833954520758,0.329295448617065,-0.549882113429655
"Gene.160",0.452680618269468,0.006452938639227,-0.329712335350703,-0.274874540551919,0.48037788643227
"Gene.161",0.212682702261705,0.628704291480832,0.535671461109812,0.29696977937236,-0.365467531508408
"Gene.162",-0.289897159597855,0.132805439226256,0.419235564261805,0.82596118464933,-0.398154838912548
"Gene.163",0.137465117484735,0.606283148067814,0.582849810578274,0.207263240424816,-0.391642359478698
"Gene.164",0.391023001271556,-0.19180745895077,-0.474244080133891,-0.237484833452833,0.665119321292149
"Gene.165",-0.342081954173401,0.198432462092964,0.557326848278537,0.745981631392071,-0.483227816412507
"Gene.166",-0.192355802214288,0.398290593771131,0.590188854850574,0.254775886902665,-0.584310866357565
"Gene.167",0.21617599338143,-0.230664136522554,-0.413354764705425,-0.336878197851783,0.482337444180098
"Gene.168",0.0823373739948771,0.435580284822695,0.36465170392411,-0.0428876006584793,-0.399537972585449
"Gene.169",-0.00277275868392699,0.475338727518329,0.546347563805422,0.406272947525485,-0.438798750880364
"Gene.170",0.0372676014902379,0.580801050208498,0.64343236137782,0.409987190603011,-0.522073913968117
"Gene.171",0.488812750545286,0.934253276955707,0.613407646912489,0.284623350544905,-0.429818289341838
"Gene.172",0.0773363107134554,0.549579191722976,0.544749278983798,0.371791163981479,-0.408955639774461
"Gene.173",-0.0760566980306667,0.412765860289757,0.492118779056472,0.190891176325914,-0.468724520248174
"Gene.174",0.00525949863643721,0.478749292090221,0.53250669319582,0.704439074892696,-0.44048466056454
"Gene.175",-0.265126305632975,0.156207640262087,0.41277660106319,0.856038523526791,-0.4037825570599
"Gene.176",-0.295742350370911,0.210907977132738,0.482763955060214,0.796728170397835,-0.474402343170381
"Gene.177",0.150202618245765,0.548643447812509,0.44252701657437,0.187733030129258,-0.347545428250832
"Gene.178",-0.199580713460264,0.29932881245795,0.52176255311,0.475336587856854,-0.478388030768785
"Gene.179",0.222481530645786,-0.264284303100843,-0.397678109022912,-0.198444893929765,0.590562817525796
"Gene.180",0.52278170680114,0.912589578939286,0.546853266511163,0.185613825048918,-0.405730366621096
"Gene.181",-0.116028746124955,0.385540656327478,0.470421155398411,0.00901040047543186,-0.533913923207514
"Gene.182",-0.29583152139523,0.241295928942458,0.52457788905578,0.501830886985554,-0.496576341326592
"Gene.183",-0.463371429703165,0.0590617825940954,0.476050035074491,0.647369266835976,-0.416677412910306
"Gene.184",-0.295580890781613,0.212340993752563,0.496642908968188,0.67072844786949,-0.46488967284491
"Gene.185",-0.0723313333470282,0.409325377627209,0.515500782865572,0.796339094167605,-0.456641178940207
"Gene.186",0.348922277424362,0.823697304109944,0.591691386537944,0.219587926302847,-0.481801188635868
"Gene.187",-0.202047697144318,0.197919119081423,0.404937117490927,0.27269712738208,-0.380866685409136
"Gene.188",-0.157005932816649,0.381501967104636,0.513738932124391,0.317253386889981,-0.585110228104454
"Gene.189",0.000893063074224449,0.341674145857776,0.415866028685347,0.633282260628721,-0.310674670812796
"Gene.190",-0.383791453827143,0.0134237546206192,0.298681854210062,0.273258267381375,-0.42545093780977
"Gene.191",-0.226428568240341,0.38737742542945,0.624768021520947,0.444056899576003,-0.564036382262033
"Gene.192",0.207427488339726,0.644213296193157,0.506942189644275,0.164745781013532,-0.426854432730156
"Gene.193",0.328825370932072,0.758499142707773,0.522221750700265,0.211327782316009,-0.441353637182645
"Gene.194",-0.257236555113691,0.191889125441347,0.439054741373771,0.322202926863982,-0.405090521382442
"Gene.195",0.683905294649987,0.195961426665683,-0.346105042299793,-0.462872117582764,0.438006768417266
"Gene.196",-0.104248002957743,0.369263288880609,0.460482772325345,0.139244209448461,-0.489063171800683
"Gene.197",-0.122697601303471,0.188660720108818,0.324241607103669,0.0867689581948469,-0.244555798828077
"Gene.198",-0.455368355684907,-0.0196681820458325,0.389337669286831,0.856214987333272,-0.360339186034564
"Gene.199",-0.244874958247509,0.28094203725143,0.522611255212409,0.516493439772968,-0.483249159188164
"Gene.200",-0.512252751715005,0.0500970706271005,0.469949467645645,0.511204551993327,-0.529413363351933
"Gene.201",-0.111732471662774,0.391279781087373,0.561023133233272,0.391871368464376,-0.486757845766426
"Gene.202",0.597498071352843,0.138267468704047,-0.368529800920287,-0.419741497896225,0.40411107792785
"Gene.203",-0.328094777949197,0.219328418012555,0.521265570005255,0.359075964318082,-0.417574884005315
"Gene.204",-0.548887919577485,-0.181768293260636,0.260855129906689,0.444282758735072,-0.33557491626817
"Gene.205",-0.185879868021063,0.241931294805504,0.345758090055902,-0.0539854239334215,-0.517966659508318
"Gene.206",0.67228539243976,0.113240601251566,-0.39480559372557,-0.404414229215416,0.574264705988786
"Gene.207",-0.128590036160027,0.350824044590097,0.499308327575974,0.320744706242684,-0.375119034381615
"Gene.208",-0.195391412212935,0.296063969425374,0.503238778196478,0.648271462706415,-0.472833991262809
"Gene.209",-0.298708662406017,0.292830275081691,0.536428454833424,0.425103362216333,-0.545071230674044
"Gene.210",-0.379979870370489,0.107055612116393,0.425273139559254,0.422705793442382,-0.41837139741141
"Gene.211",0.674108248344975,0.119024861321712,-0.425040583699049,-0.468965506442931,0.535030850281057
"Gene.212",0.198939528305336,0.654376734389895,0.513574608880348,0.118461957896673,-0.406794190507499
"Gene.213",0.33948140112979,0.687944913263842,0.467635605445687,0.260853051924914,-0.300076566196996
"Gene.214",-0.368767232320234,0.173347662797457,0.509734441047882,0.796571441127116,-0.492429270607571
"Gene.215",-0.288521524502889,0.162987655649882,0.502915824563301,0.604828619411392,-0.38475345537126
"Gene.216",-0.064242940084607,0.457731864525261,0.526881231876591,0.320192866168186,-0.510270047100826
"Gene.217",-0.226982147680435,0.300907637174123,0.533302435304527,0.705486699385772,-0.483959281440656
"Gene.218",0.421557358501768,-0.0147743241508394,-0.304721275447476,-0.12443763273144,0.47226202477755
"Gene.219",-0.101925600225972,0.397960227061568,0.53164619130393,0.355309110031918,-0.476844495235215
"Gene.220",0.0893573059656803,0.467309543573889,0.430045814271389,0.0248352850365997,-0.332481738143563
"Gene.221",0.0635600745969445,0.499099685591658,0.433337846870403,0.0697181431842974,-0.521370863950026
"Gene.222",-0.00221983345613162,0.352872808779838,0.393451613717915,0.381030089908496,-0.353848253501818
"Gene.223",-0.291917007137442,0.253984721508902,0.553118209347363,0.754866656727476,-0.552799460709461
"Gene.224",-0.265433222465954,0.195084517485251,0.459731267413538,0.420465972135874,-0.427141258246852
"Gene.225",-0.220928503296415,0.157039642266404,0.431718222899086,0.427837265224036,-0.276635639301154
"Gene.226",-0.360070767906102,0.172916977573217,0.503906170552519,0.79828320345072,-0.490011286041244
"Gene.227",-0.0545001658331387,0.529953009482506,0.628693127017518,0.41323740969035,-0.525859856356906
"Gene.228",-0.0248381724954513,0.337908753199082,0.344762877132609,-0.0505097799003401,-0.45339394505399
"Gene.229",-0.0149269785738933,0.480529755938069,0.5731167731145,0.445340678588643,-0.465352476300164
"Gene.230",0.159685780319498,0.566245368553967,0.496410415203225,0.287150778001783,-0.390735442971225
"Gene.231",0.321004441185765,-0.315726780311941,-0.536665611719593,-0.35040080760382,0.687678720764802
"Gene.232",0.154773402493613,0.573959314854292,0.530331095963661,0.747365373925805,-0.427015260753467
"Gene.233",-0.123975966115765,0.385028165304497,0.546101979363278,0.393294580631722,-0.470782476921616
"Gene.234",0.635913693925921,0.0847096545651902,-0.377746628364734,-0.422974089587899,0.558776672642996
"Gene.235",0.211540895566322,0.587988950684023,0.471152163859316,0.615649108205105,-0.401469572350683
"Gene.236",0.177687805914786,0.590847138649914,0.527745889698123,0.356523982196287,-0.367192059718031
"Gene.237",-0.185858247989685,0.269219285329922,0.466106104761572,0.86109118573909,-0.452140043973347
"Gene.238",-0.0343404133153469,0.442883695465194,0.552931043830024,0.715864543358616,-0.477828141387999
"Gene.239",0.51796596939953,0.00664427431308938,-0.387808284943841,-0.307668715673611,0.493783203357682
"Gene.240",0.457928151236749,0.885105153750797,0.575324609243891,0.22236728176357,-0.455812429918036
"Gene.241",-0.0577387521707571,0.345218210211295,0.448856507018793,0.360595414230944,-0.393873442066058
"Gene.242",0.102353850304733,0.558023087579864,0.540458506104036,0.374243803834253,-0.432580621486477
"Gene.243",0.146683733461938,-0.395054579610243,-0.481263987632792,-0.242301694226075,0.646932117839961
"Gene.244",0.673867697074855,0.256531891524499,-0.332302192149222,-0.399209017315114,0.338589854235677
"Gene.245",0.0958627000923538,-0.498130005825174,-0.577032273282689,-0.326258738765341,0.671547451273822
"Gene.246",0.242861896704168,0.707892910992659,0.587472309848315,0.283485499083491,-0.457787625574101
"Gene.247",-0.0860453267924895,0.396068708145419,0.471718646098446,0.208112322787238,-0.428347314801606
"Gene.248",0.222421349436631,0.72205375118756,0.58081768972708,0.289401210575981,-0.482144046053124
"Gene.249",0.464643726191238,-0.0698329497210567,-0.432895105153499,-0.43174255538157,0.538292096040528
"Gene.250",-0.0663402084849729,0.313486061229768,0.429024673991633,0.42951066766172,-0.341596398393772
"Gene.251",0.133458970318247,0.50249028570349,0.48180011492437,0.0954735124006788,-0.336302371168049
"Gene.252",-0.366584426701593,0.0536638353035553,0.401340027575325,0.683811840443225,-0.31897682299179
"Gene.253",-0.168998441755806,0.415509019071237,0.599481244808437,0.502219005177704,-0.579831467872465
"Gene.254",0.213013697001664,0.615049300762791,0.455566072092523,0.0902739331381604,-0.385243480608881
"Gene.255",0.549114580774243,0.107801194604149,-0.324206435122071,-0.35395768870834,0.366491786729572
"Gene.256",0.099980222168366,-0.449903763628256,-0.581471531480397,-0.433850406785001,0.52245954144216
"Gene.257",0.377641058769525,-0.0302880891439592,-0.312312607044356,-0.238489660123399,0.437976251921419
"Gene.258",-0.206953780261019,0.339247969063223,0.526729412521344,0.287340010098717,-0.533728245869623
"Gene.259",0.0322721533961144,0.332182303512602,0.283103130307589,-0.141518171284902,-0.41353257110083
"Gene.260",0.646436644268801,0.211086992512352,-0.285697991360292,-0.32042171218296,0.440786077543706
"Gene.261",0.105901459108498,0.410079666175905,0.304149382005801,-0.0803696347758064,-0.386580337200876
"Gene.262",-0.268238675316174,0.218981753746809,0.423661317909114,0.338116194962372,-0.514060831932676
"Gene.263",0.402206712601207,-0.0789029598265946,-0.41450990932911,-0.402061588309274,0.466968056687331
"Gene.264",-0.364191553736983,0.163262434793042,0.487452938012688,0.79622979737107,-0.499758881619233
"Gene.265",0.455980031443596,0.814830716359578,0.488709938074997,0.110714144024889,-0.392750296411831
"Gene.266",0.478753272018095,-0.147065753623147,-0.494435092852229,-0.361048317593954,0.667172830254137
"Gene.267",0.393466160744773,-0.0698641060847446,-0.335770671700843,-0.290929580328052,0.510833148642824
"Gene.268",-0.236322053186508,0.272111568224005,0.542358603398628,0.513674400836235,-0.478412919452888
"Gene.269",0.7888773417682,0.288011988507102,-0.311238353088202,-0.438156243384618,0.43003145753325
"Gene.270",0.269336137423334,-0.138218395920472,-0.340862288143766,-0.397276875073857,0.448752344747431
"Gene.271",-0.324453410063333,0.194503384703833,0.489916807965882,0.490805210769783,-0.467706669895314
"Gene.272",0.56828416133349,-0.00653959676998106,-0.436466074856914,-0.325083742947956,0.577215331219995
"Gene.273",-0.383806311658055,0.0832626859540684,0.452245358839847,0.381502749625334,-0.407327626934676
"Gene.274",0.29699469741048,-0.0867021333239689,-0.306512479804763,-0.304119862061404,0.451315582992969
"Gene.275",-0.264897093273725,0.293700623744074,0.545699751630611,0.384257574378503,-0.547162926099896
"Gene.276",-0.159101012018844,0.332306581426505,0.469971308596403,0.355483069291365,-0.518487848697178
"Gene.277",-0.199997473947348,0.290602524816203,0.486006739816883,0.452615165033931,-0.506457530431507
"Gene.278",0.272366896109443,0.70275310755578,0.555800821397448,0.412434065763323,-0.397755736219057
"Gene.279",-0.133996740017554,0.338358141867631,0.487897795371137,0.22837509049209,-0.449174435264756
"Gene.280",0.815375567420662,0.363030519743829,-0.253508357994434,-0.264789847349856,0.418671911588728
"Gene.281",0.24554725770042,-0.120759992880459,-0.292774548204114,-0.170999528646214,0.422201971969296
"Gene.282",0.253261480220953,0.667625138079797,0.556554687131768,0.334587362965108,-0.374310247733888
