V1,index,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198
ADGRE5,6,0.087416699,-0.403054048,-0.29817741,-0.262961369,0.11405482,-0.277729594,-0.447646322,0.155280796,-0.329620223,-0.178949772,-0.133402966,-0.754678184,0.333473315,0.11220311,-0.049517977,-0.313362448,-0.424913158,-0.221939164,0.160758959,-0.0908274,-0.007337255,-0.154160874,0.214605501,-0.042757817,-0.422684933,-0.145862212,-0.140711849,-0.51803699,-0.640450054,-0.790732737,-0.21315892,0.056167002,-0.33470786,0.366718216,0.049421028,-0.683172022,-0.255380343,0.014799907,0.395660365,-0.127993373,0.172855778,0.511563942,-0.490505039,0.264016964,0.213666699,-0.14234371,-0.190969238,0.365125831,-0.268501282,-0.683344702,-0.233977634,-0.293482043,0.117384959,0.140980494,0.218680492,0.025969241,-0.404434605,-0.217284784,-0.629538883,-0.52988894,-0.076559666,-0.125108008,-0.377456713,0.493197777,-0.00834377,0.231881376,0.166015685,0.650763528,-0.197633717,0.239260227,-0.347392263,-0.615760295,-0.506247638,-0.235810599,0.159527365,-0.112920965,0.33642688,-0.269798848,0.163048809,-0.597622565,-0.600434845,-0.349019757,-0.264380152,-0.348188015,0.004148115,0.550135998,-0.224227337,-0.348451245,0.246686086,0.429518208,0.174098669,0.211052865,-0.012850878,0.036239902,-0.293669915,-0.046730828,-0.289942106,-0.242312292,-0.44511674,-0.545407318,-0.408366368,0.20929506,0.394244868,0.687947262,-0.308254102,0.066635879,0.259576595,0.299934063,-0.034285865,-0.082875743,0.42431915,0.038361504,0.504409046,0.124643679,-0.072073852,-0.210499652,1.331479643,-0.270438217,-0.482833137,-0.695228689,-0.187551111,-0.461850382,-0.560569973,-0.546092837,-0.383968739,-0.005468624,-0.018865931,-0.27946845,-0.125017625,-0.127464783,-0.210577393,0.42609049,0.031822954,-0.710541626,-0.133439486,-0.324872139,0.638198721,0.288424817,0.046840829,1.680082498,1.248766789,1.745793375,1.22794069,0.898633161,1.873692909,0.608932343,1.606932418,1.882785892,1.758148178,1.713660968,1.705263817,1.17681977,1.693830189,1.700541161,1.867225185,1.181461549,-0.707858848,-0.54939246,-0.366634569,-0.545183325,-0.538350948,-0.474592492,-0.426265877,-0.910712277,-0.33454836,-0.495015746,-0.734599471,-0.876692129,-0.403047205,-0.475796009,-0.549725713,-0.659533752,-0.692522595,-0.667470817,-0.24248073,-0.935208698,-1.124609821,-0.647878818,-0.061815985,-0.722458082,-0.764096867,-0.156990989,-0.162384303,-0.741849923,-0.426526351,-0.676978825,-0.73133109,-0.532677894,-0.621160213,-0.970955175,-0.827514461,-1.086323371,-0.150377859,-0.745408088,-0.54636489,-0.144939459,-1.005893269
FBP1,6,-0.478275518,-0.514433586,-0.334440667,-0.329231492,0.455692098,0.088355027,-0.697342714,0.150482456,-0.309819754,-0.253199573,-0.089667767,-1.055702834,0.149868427,0.5954435,0.147230062,-0.226630534,0.279688753,-0.566126585,0.226075023,0.003219324,-0.151326458,0.108879326,0.225172111,-0.21112071,-0.741383274,0.014985156,-0.428305622,-0.198036835,-0.477058656,-1.117471499,-0.456048464,0.123226504,-0.361958072,-0.372056774,0.04390994,-0.317824408,-0.285775926,0.136939662,0.771961576,-0.012963338,-0.027136302,-0.19198295,-0.418893947,0.45053571,-0.079700019,-0.13347633,-0.653396251,0.252151537,-0.847197092,-0.810001931,-0.010261101,-0.599094218,0.09251317,-0.033059224,-0.035743934,0.499852598,-0.59994501,0.123656429,-0.265042149,-0.402533714,0.766958352,-0.329990075,-0.250017348,1.119375826,0.389515343,0.265654207,-0.19723291,0.791922523,-0.082478498,-0.095498405,-0.62720245,-0.365766328,-0.739353026,-0.504365571,-0.489663165,-0.808164153,0.256814388,-0.454163758,-0.399989802,-0.452550793,-0.705414061,-0.178014651,-0.005519486,-0.537187149,0.187737833,0.639191954,-0.328244795,-0.155566139,-0.173904348,0.332362045,0.053308707,0.454678618,-0.340855426,0.41660742,-0.157352722,-0.21689165,0.182051615,-0.128714313,-0.49065969,-0.647797378,0.057922936,0.422748009,-0.198023326,-0.265292423,-0.986106923,0.031336379,0.020226834,0.100945961,-0.806594039,-0.650503381,0.069183955,0.737940826,1.108750615,-0.478096213,0.293846983,-0.228087663,1.533784899,-0.377415899,-0.857308959,-0.710817742,-0.651425885,-0.21663701,-0.848042061,-0.760454288,-0.180668972,-0.271902911,-0.528926479,-0.044870159,0.192226072,0.463284355,-0.032427135,0.686949667,0.454127825,-0.646342172,0.024901864,-0.240097898,1.421937744,-0.451063889,0.230966357,1.870145126,1.480562082,1.175922158,1.635295236,1.01345307,1.443944818,0.499874563,1.529274938,1.889184342,2.051872631,1.682287881,1.708035991,1.439630528,1.886482302,1.180777504,1.535199272,1.515323814,-0.864203083,-0.666971491,-0.963552666,-0.835677654,-0.614576004,-0.488940615,-0.833254788,-0.981911522,-0.444567453,-0.843037971,-0.897074814,-1.097516586,-0.190754824,-1.019776484,-1.046766195,-0.881889451,-0.71547434,-1.009753273,-0.342240745,-0.991768279,-1.156570955,-0.900504481,-0.677052517,-0.787652016,-0.409726488,-0.821379934,-0.508842703,-0.752814029,-0.801575609,-0.472887448,-0.746766025,-0.922422109,-1.074670772,-0.732155762,-0.753851167,-0.745020092,-0.376208594,-0.716101944,-0.935880419,-0.436778335,-0.988698811
ADIRF,6,-0.195594375,-0.563650796,-0.434476528,-0.680541643,-0.678779705,-0.215427976,-0.645170529,-0.289447107,-0.523054624,-0.335540081,-0.5296645,-0.533225864,-0.434491669,-0.160785766,-0.221925967,-0.27844802,-0.357651266,0.01461525,-0.006519648,-0.130850554,-0.130561193,-0.308134522,0.014589192,-0.395017537,-0.635081546,-0.0236109,-0.218057873,-0.523882925,-0.716466914,-0.555265134,-0.844807135,-0.401911135,-0.205957941,-0.066200181,-0.397020495,-0.435006085,-0.296271362,-0.306977451,-0.510743729,-0.356811897,0.076728118,0.063438547,-0.413497368,-0.142890801,-0.175953781,-0.369071097,-0.20503386,-0.177057053,-0.347279768,-0.705959829,-0.509005079,-0.392888452,-0.52578568,0.083797094,-0.263785773,-0.570942174,-0.566718862,-0.177680473,-0.820779975,-0.523772103,-0.435686647,-0.539777856,-0.235387943,-0.367051872,-0.09772306,-0.074607222,-0.204446268,-0.302286335,-0.585865551,-0.182739715,-0.300406543,-0.451354886,-0.59336097,-0.459360573,-0.005758725,-0.625546588,-0.145320764,-0.471362695,-0.156672891,-0.713167916,-0.831069115,-0.410849777,0.021336951,-0.146897476,-0.704072727,-0.126140131,-0.326689952,-0.22338369,-0.389036181,0.207921735,0.308354151,-0.097249309,-0.328592278,0.032501655,0.060266042,-0.444874611,-0.15047149,-0.522308169,-0.630208116,-0.543282222,-0.618541871,-0.52243885,-0.086348053,0.294711702,-0.07109769,-0.12108783,-0.211079139,-0.112727629,-0.218324733,-0.498201484,-0.003971333,-0.29528248,0.124692525,-0.001771706,-0.076008642,-0.395026874,1.635871408,-0.593175939,-0.504683532,-0.704444708,0.603234807,-0.764074274,-0.472125568,-0.14805089,-0.382989642,-0.270448645,-0.37097152,0.054385486,-0.581541615,-0.134407064,-0.492284837,0.239609495,0.081357256,-0.825838701,-0.075587989,-0.732117887,0.366449799,0.078897295,0.115849705,1.73651369,1.183277622,1.929283214,1.448330782,1.543595223,2.167736188,0.257675916,1.163308196,1.796381551,1.998789857,1.504069322,2.261036628,0.85547715,1.745087841,2.108417747,2.010265781,0.792324306,-0.508567049,-0.10892961,-0.41414359,-0.43997883,-0.222869745,-0.090562533,-0.288165729,-0.657004132,-0.029721627,-0.131537238,-0.707432933,-0.465810778,-0.315906474,-0.541417595,-0.08320525,-0.334175153,0.124430311,-0.055406395,-0.18933849,-0.751839228,-0.607013593,0.188810934,-0.244508105,0.113838261,-0.11369495,-0.148948797,-0.135507923,-0.504374913,0.479685999,-0.538020176,-0.442976214,-0.216276043,-0.431908579,-0.190558074,-0.285035468,-0.541131234,0.201919178,0.222510264,-0.445284386,-0.29376459,-0.594454745
IFNGR1,6,-0.345193144,-0.113942171,-0.160549971,-0.51024011,0.408828956,0.044231929,-0.147510978,0.103297721,-0.218525513,0.480098274,-0.366470853,-0.838805441,0.396708435,-0.488945933,-0.337880527,-0.642660423,-0.110404548,-0.846345782,-0.168227866,-0.611810486,-0.040092383,-0.75317911,-0.444774257,-0.332392275,-0.109950951,-0.371182119,-0.221179641,-0.910501318,-1.115031497,-1.03302679,-0.230737079,-0.863355329,-0.446130602,0.15423872,0.067586342,-0.409220577,-0.255825224,-0.258345552,0.506188757,-0.753792167,-0.236218515,-0.234883497,-0.839599072,0.158213171,-0.013133137,-0.441037005,0.036102432,-0.125779358,0.137198829,-0.485736056,-0.318399166,-0.642813048,0.097098951,-0.455161996,0.435861751,0.145860093,-1.06078346,-0.358911163,-0.556514496,-0.031034525,-0.119893277,-0.201845879,0.138549274,0.513186233,0.739390798,0.693811907,0.396023094,0.095677993,-0.903748219,0.341534037,0.124532033,-0.522707288,-0.445641832,0.152710001,-0.404766603,-0.355393586,0.504461399,0.104998217,-0.121541076,-0.694803184,-0.772944789,-0.009137521,-0.056080497,0.560940631,-0.045131062,-0.004743536,0.037039458,-0.008814287,-0.080247943,-0.262302787,-0.216403423,-0.170945625,-0.528299943,-0.093172165,-0.166614965,-0.348254263,-0.595568433,-0.463373142,-0.425742499,-0.495622469,-0.19543175,-0.123101647,0.226332044,-0.053608363,-0.062278285,0.616887758,0.331620581,0.741359322,-0.466983872,-0.63314407,-0.6887209,0.427560055,0.422173709,-0.150933211,-0.037314908,-0.417142712,1.140142628,-0.713645217,-0.817945433,-0.753651777,-0.079472848,-0.606275192,-0.53257418,-0.384222355,-0.861390472,-0.097333271,-0.584436642,0.330037006,-0.420712872,-0.27082272,0.047936541,0.315942646,0.581945682,-0.955084648,0.04453036,-0.544384152,0.267329887,-0.516835312,-0.195689833,1.99525421,1.109143055,1.427634955,1.239835272,1.248188182,2.062625241,0.344576931,1.915191559,2.011950167,1.925430731,1.845474692,1.887284918,0.794322076,1.90410219,1.612745304,1.672562317,1.097890805,-0.762276774,-0.240632908,0.018610568,-0.20982543,-0.390980867,0.496712311,-0.158473256,-0.135191712,0.515368586,-0.332853047,-0.101945659,-0.263227098,-0.338724388,-0.837061105,-0.117751314,-0.417786964,-0.133932782,-0.271014521,-0.390488647,-1.414087755,-0.69499905,-0.508093729,-0.414017813,-0.760047811,-0.950701347,-0.554280507,-0.495068386,-1.070274873,-0.211816718,-0.746893082,-0.886409358,-0.792952488,-0.602393396,-0.673158794,-0.779776719,-1.062033576,-0.785321981,-0.5102821,-0.943190835,-0.777923623,-0.834043792
RRAS,6,0.203460272,-0.131936761,-0.206321963,-0.621479985,-0.134572396,-0.114935948,-0.23325189,0.368991008,-0.008349008,0.044968912,-0.452829325,-0.749226503,0.076649702,-0.085159731,-0.017576733,-0.498669426,-0.199336421,0.042522824,-0.137211718,-0.08549782,-0.102625886,-0.750297764,0.28579348,-0.113942239,-0.105971311,-0.195741956,-0.263578372,-0.867715538,-0.49903713,-0.590718546,-0.252982184,-0.33415866,-0.526878662,0.094267095,-0.028393125,-0.14488711,-0.109961458,0.132284305,-0.079641359,-0.183550102,0.421689063,0.615341592,-0.697853811,-0.078141659,-0.122983524,-0.198126996,-0.573143363,-0.126259497,0.01447727,-0.703026445,-0.185832139,-0.177440758,-0.183810021,0.334536451,0.054704459,-0.080469078,-0.496545857,-0.375097598,-0.445007518,0.156957229,-0.556683043,-0.184141817,0.253351677,0.139960685,-0.204503862,-0.010900425,0.248894287,0.158770634,-0.75901487,0.237991596,-0.320958375,-0.021269364,-0.216343651,0.21898383,0.372404149,-0.105592893,0.042019868,-0.262680547,-0.109500954,-0.309696074,-0.814922781,-0.026553371,0.171547633,-0.414467608,-0.653931368,0.35424062,-0.360347382,-0.242238046,0.040019602,0.068294074,0.157136738,-0.069586689,0.185110131,0.255292575,-0.024076541,0.063170491,-0.486680953,-0.384144075,-0.796547091,-0.143442355,-0.050353847,-0.126405228,0.149176479,0.458931563,-0.034317816,0.055917858,0.127804312,-0.140158857,-0.162674559,-0.376056197,-0.070173299,-0.001294959,0.128527876,-0.022900938,-0.328790383,-0.446766204,1.491338388,-0.340693791,-0.637151941,-0.196430031,0.251793234,-0.392294048,-0.082510353,0.226222142,-0.343260815,0.07213557,0.129805656,0.23992487,-0.485211323,-0.152482049,-0.270453031,-0.165869537,0.406274996,-0.928814024,0.079303002,-0.642864095,0.587733949,0.237432339,0.188676954,1.881179429,1.21573119,1.538000057,1.411734786,1.220960302,2.005191254,0.071525265,1.422108903,1.645050193,1.832955948,1.299077413,1.700626562,1.235386619,1.584481517,1.755127416,1.873770513,0.867436283,-0.751711737,-0.39147838,-0.227854726,-0.405763329,-0.186598273,0.251727889,-0.480764747,-0.927039366,-0.264814013,-0.374227132,-0.703312055,-0.587724388,-0.392049567,-0.81778807,-0.208287103,-0.710937874,-0.356875681,-0.620432743,-0.044341907,-1.098989682,-1.077276329,-0.57364679,-0.710187146,-0.831604926,-0.903124935,-0.363281784,-0.666554289,-1.274818747,-0.427183594,-0.992766154,-0.974576766,-0.685324064,-0.971558661,-1.158417717,-0.884258877,-1.241408645,-0.413908586,-0.582392195,-0.890528012,-0.302060994,-1.39224204
CAT,6,0.116710488,-0.481084317,-0.381509668,-0.619682172,-0.470338134,-0.586755538,-0.607065976,-0.54794628,-0.881201506,0.215061112,0.10561387,-0.526064296,-0.262222778,-0.498761969,0.054603513,-0.356177105,0.081609676,-0.060331849,-0.52502667,-0.124453507,-0.214098129,0.503945044,-0.611493191,-0.029054131,-0.573832876,0.606158633,-0.165032353,0.112196431,-0.783510546,-0.273426548,-0.510730705,0.148932196,-0.163570063,-0.211678749,-0.280669617,0.023955433,-0.282346303,-0.600212339,-0.053772189,0.168006476,0.007552018,-0.664790272,0.10978293,0.196364887,-0.202960585,-0.366672192,-0.291888904,0.281051798,-0.598541436,-0.668095241,-0.473257034,-0.044423791,-0.022498269,-0.619545144,-0.342812871,-0.070058645,-0.251380602,0.549830446,-0.458882815,-0.446707506,0.321190307,-0.384149858,-0.43608363,0.323712777,0.156299115,-0.188133193,-0.363200258,0.451043883,-0.223256205,-0.343342783,-0.8915711,-0.283627599,-0.715584801,-0.849357776,-0.585071551,-0.811614523,-0.470256481,-0.487053106,-0.169842677,-0.607367883,-0.549336703,-0.385114224,-0.443961881,-0.385829992,0.125666066,0.163917157,-0.460553625,-0.423131687,-0.238212059,-0.37682925,0.379255103,0.066688839,-0.412468385,-0.271715424,-0.0028589,-0.624682905,0.117327599,-0.095128024,-0.782426152,-0.3113074,-0.489932693,-0.57213156,-0.04670949,-0.016303119,-0.622861922,0.018532924,0.181696843,-0.208988536,-0.614521563,-0.881737116,-0.105483866,-0.22147142,1.033619998,-0.546604674,0.411082566,-0.201285726,1.157580463,-0.265747476,-0.811723887,-0.228340775,-0.349457689,-0.402368725,-1.123122213,-0.44470341,-0.091499471,-0.813474361,-0.232608506,-0.618749072,-0.39217831,-0.063063012,-0.115874654,0.883460418,-0.042347317,-0.542603965,-0.106158532,-0.567983744,0.910406567,0.172014616,0.524187364,1.734819606,0.64673314,1.270847203,1.187418532,1.315557969,1.598629407,0.367492553,1.163190742,1.665560701,1.835067224,1.313222734,2.112002237,0.497945482,1.73743293,1.345515044,1.046873459,1.106110701,-0.353362464,-0.968649755,-0.632211617,-0.625399219,-0.890031571,-0.599513956,-0.544129531,-0.669822361,-0.754468928,-0.070218697,-1.034887482,-0.934348346,-0.63435171,-0.42569886,-0.685844531,-0.443094018,-0.683263642,-0.149640129,-0.877073291,-0.233678419,-0.804980707,0.652617894,0.010109262,0.956979867,0.027642228,0.181876874,-0.057315417,-0.190147843,0.64885501,-0.11774639,-0.159859552,0.04007915,0.256997864,1.0207001,0.642167958,0.721266571,0.14296353,0.664207656,0.056126667,-0.151632698,0.83337431
SFTPC,6,-0.857349606,-0.552844238,-0.148952605,-0.415074841,0.126559024,-0.232655215,-0.513877367,-0.509890774,-0.590297864,0.386649849,-0.392005868,-0.927124465,0.14448315,-0.517414446,0.20430402,-0.131327419,0.132540771,-0.54477141,-0.22346504,-0.122396189,-0.406848999,-0.361159354,-0.509583856,-0.054294969,-0.579255729,-0.069407629,-0.105549549,-0.608937707,-0.667880765,-0.91176974,-0.428714934,-0.053751547,-0.525189464,0.150590086,-0.215303608,-0.111056502,-0.262576421,-0.352969608,0.227957692,-0.189338564,-0.071989735,-0.901815473,-0.424440087,0.751277775,0.149753032,-0.088469411,-0.197383996,0.474952826,-0.175618335,-0.889773778,-0.335830416,-0.387684722,0.050069689,-0.345989826,0.138051941,0.343500175,-0.745054416,0.331806556,-0.525341436,-0.390410119,0.509276684,-0.162648011,-0.134877615,0.417663519,0.330874622,0.016149878,0.011271513,0.512322372,-0.44333778,-0.003776472,-0.665285734,-0.759831518,-0.749136609,-0.423234448,-0.329642338,-0.727305173,-0.195242376,-0.556930192,-0.174565475,-0.475069059,-0.462890178,-0.408413967,-0.349941389,-0.013852463,0.279965503,0.40752675,-0.366998646,-0.074468875,-0.048022147,0.403925436,0.42488724,0.312328142,-0.2631959,0.346919356,-0.146719551,-0.207590224,0.097189906,-0.436148962,-0.553268849,-0.535089649,-0.020337006,-0.361755468,-0.371186736,0.056875708,-0.813858896,0.747643699,-0.166468626,0.435785251,-0.760019424,-0.797737277,-0.032179061,0.052110164,1.308346379,-0.771828931,0.219113756,-0.428473063,1.830715274,-0.559950606,-0.930996966,-0.438854098,-0.33582454,-0.616195648,-0.990612272,-0.755713075,-0.2197705,-0.508056477,-0.736864921,0.013773551,-0.023902644,0.136619096,0.279783905,0.682659166,0.819549631,-0.696571918,-0.24297922,-0.211107181,1.286000228,-0.714596726,0.344125454,1.928865471,1.536810631,1.646028764,1.866473124,1.414617283,1.913394448,0.734805949,1.58991553,2.287009675,1.98313097,1.79526533,2.027874051,1.228905973,1.72849628,1.710094505,2.039449382,1.343422537,-0.728435107,-0.868859352,-0.410513632,-0.747262227,-0.475327042,0.110458054,-0.46352265,-0.340521156,-0.473668925,-0.536366225,-0.659371002,-0.839445226,-0.617957241,-0.71744329,-0.686640268,-0.43888899,-0.707757163,-0.471726177,-0.702800963,-0.947685472,-0.757818105,-0.95148556,-0.821207902,-0.839625711,-0.783017791,-0.878657848,-0.901199923,-0.934244232,-0.602540681,-0.612576584,-0.917018735,-0.924019621,-0.933868458,-0.938396791,-0.893695962,-0.942667467,-0.776501838,-0.729799803,-0.862321662,-0.525998375,-1.028044485
AQP1,6,-0.42897543,-0.508022424,-0.290040817,-0.291457264,0.070251564,-0.202664683,-0.602346745,-0.458592901,-0.515778017,-0.010899365,-0.030949659,-0.504137847,-0.058383274,0.117031598,0.299496512,-0.424572315,-0.091579653,-0.534240323,-0.210684565,-0.119174913,-0.508285626,-0.514821145,-0.252416792,-0.171669097,-0.525424453,-0.361825307,0.122333429,-0.411929646,-0.631004431,-0.542533629,-0.469776794,-0.242734191,-0.341015523,-0.29828625,-0.133947052,-0.417468068,-0.455359243,-0.249954466,0.284945113,-0.379759362,-0.329008761,-0.487825602,-0.496495093,0.377569268,-0.00440744,-0.217001354,-0.341701076,0.115560451,-0.437855353,-0.581257698,-0.325688792,-0.496167086,-0.065700087,-0.460733759,-0.079992851,0.0526698,-0.662414866,-0.259657574,-0.637071004,-0.553432004,0.236239368,-0.305965518,-0.452089179,0.034483632,0.076278987,0.05481723,-0.08747296,0.123983306,-0.150004191,-0.320137768,-0.413382179,-0.658812417,-0.466960773,-0.272099428,-0.403966653,-0.581451261,0.08735386,0.031210406,-0.112236585,-0.694102213,-0.581029354,-0.302211776,-0.360099276,-0.0171572,0.205678427,-0.082259517,-0.432085827,0.046329116,-0.30462772,0.056167814,-0.032837564,0.083932408,-0.637270654,0.159203573,-0.255063938,-0.468868069,-0.324021201,-0.596325341,-0.73195301,-0.647139062,-0.264371826,-0.185450453,-0.243032067,-0.075827474,-0.49250805,0.15616763,0.016370001,0.037851082,-0.47510641,-0.606767366,-0.234249101,0.117542781,0.386137089,-0.498043709,0.179433055,-0.550226756,1.302390335,-0.590402347,-0.613390395,-0.610208754,0.025034498,-0.497294223,-0.597273012,-0.507023492,-0.211529014,-0.29901854,-0.616890083,-0.103977584,-0.498335251,0.096952127,-0.429320505,0.161551427,0.00862679,-0.613402847,-0.13230606,-0.450761471,0.575192429,-0.547261561,-0.053593756,1.483079704,1.224918884,1.118440646,1.330642259,1.053671603,1.663388809,0.782378449,1.492326558,1.61376477,1.682791227,1.379329355,1.63153406,0.982286675,1.316445539,1.416059381,1.697381307,0.865847038,-0.670950264,-0.649696214,-0.50619135,-0.601133166,-0.563870028,-0.181738325,-0.452788498,-0.439658135,-0.469119708,-0.558841317,-0.601608853,-0.622029309,-0.589674091,-0.483593295,-0.547963318,-0.513961367,-0.59044814,-0.318309687,-0.454670858,-0.701887692,-0.565868034,-0.221987169,-0.593440451,-0.222643174,-0.579471096,-0.479746419,-0.422963742,-0.533274645,-0.130009802,-0.282686698,-0.544156203,-0.630043698,-0.420946297,-0.429398134,-0.46674396,-0.45554538,-0.548944337,-0.161830494,-0.637181087,-0.407302661,-0.45961201
PODXL,6,0.133546134,-0.236696023,-0.264164485,-0.100903943,-0.371950515,-0.28487013,-0.349828891,-0.24507596,-0.499045655,0.380425124,-0.031752339,-0.099524598,-0.310314189,-0.160462768,0.11171573,-0.153235574,-0.068317065,-0.33148843,-0.577790198,-0.395668673,-0.52032674,-0.669520597,-0.314261452,0.120360348,-0.443837855,-0.27600108,0.219902988,-0.540150155,-0.288381767,-0.079618383,-0.511600287,-0.513967086,-0.520366154,0.18632971,-0.203931151,-0.597397059,-0.019977888,-0.150967207,-0.386092958,-0.827985796,-0.160329148,-0.237463226,-0.384928737,-0.09735319,0.166414663,-0.108148915,-0.154379854,-0.063406756,-0.236151412,-0.560137778,-0.159948349,0.006271488,-0.086345728,-0.410459428,-0.105766349,-0.436684821,-0.437895295,-0.042604894,-0.522067013,-0.357674592,-0.085128175,-0.556995126,0.120390573,-0.61280901,0.069737416,-0.279337368,0.233921829,-0.51326437,-0.677848622,-0.123777186,-0.830591008,-0.460107103,-0.390949346,-0.067392334,-0.048484151,-0.850679147,-0.179512155,-0.226989896,-0.401908577,-0.64570772,-0.534099165,-0.475417757,-0.313699267,0.306261485,-0.147716228,-0.536430274,0.052012778,-0.437217336,0.097926206,-0.083770922,-0.238600847,-0.42572121,-0.480720465,-0.270745581,-0.044815927,-0.445397117,-0.773699915,-0.217034073,-0.546141704,-0.827723985,-0.352369667,-0.596674312,0.172431539,0.259830745,-0.671832059,-0.016515096,-0.314380665,-0.146334184,0.155010875,-0.283474868,-0.561743051,-0.708945574,0.042736273,-0.004142113,-0.06239058,-0.614817425,1.17830963,-0.173294163,0.182326205,-0.831536425,0.307921817,-1.169939013,-0.076411076,-0.354404344,-0.224973096,-0.560908919,-0.27173881,-0.34571528,-0.352979452,-0.044640003,0.147775483,0.662364305,-0.06641072,-0.483325153,-0.069160222,-0.234195908,-0.269181998,-0.03231124,-0.141193883,1.765541448,1.03065268,1.384137304,1.348168607,1.506764144,2.460872486,0.175618698,1.495128299,1.660351875,1.627135484,1.646401886,1.912420758,0.294744242,1.666007286,1.598919376,1.513673559,0.395681029,-0.694407898,-0.91706599,-0.21922664,-0.610777514,-0.947231628,-0.221585527,-0.410029972,-0.624600252,-0.451329744,-0.677471714,-0.56942195,-0.426708216,-0.878509391,-0.265665592,-0.617591213,-0.417261922,-0.997673982,-0.087147775,-0.706873601,-0.863593994,-1.017147649,0.034584463,0.557404344,0.21013996,-0.383319786,0.465036366,0.409708499,-0.336224979,0.606349387,0.143634213,-0.13898337,0.106397995,-0.171711377,0.029443342,0.16399913,-0.079879918,0.084028368,0.445556352,-0.089654401,0.158806214,0.134105793
SH3BP5,6,-0.862829118,-0.20374267,-0.168284316,-0.13981173,-0.230422647,-0.032006508,-0.166216867,-0.346375696,-0.326149551,0.320426675,-0.533240655,-0.245746191,-0.062998411,-0.43375949,0.032286954,-0.096966985,0.126779058,-0.358763908,-0.260894977,0.063884968,-0.29416392,-0.087789969,-0.117039118,0.135157799,-0.162826915,0.059723122,0.426773278,-0.355484424,-0.330453284,-0.363483217,-0.639772,-0.337397396,-0.602490141,0.15401869,-0.315205637,-0.234643006,-0.11271878,-0.210246955,-0.096069078,-0.217700364,-0.472045373,-0.625177889,-0.019488176,0.338346192,0.125122259,0.022085261,-0.167523865,0.010621833,0.037804875,-0.192277005,-0.248913393,0.083490797,-0.08541768,-0.621505534,0.147238447,-0.373262057,-0.284587923,0.062809958,-0.265643368,-0.174570161,-0.00519673,-0.366411991,0.445426963,-0.249096388,0.330601935,0.290779541,0.149558258,-0.077422784,-0.169686089,0.333652622,-0.689311671,-0.120052734,-0.615123841,-0.164034671,-0.31276783,-0.464911995,-0.114953426,-0.677354657,-0.042735235,-0.284432289,-0.38524262,-0.612006187,-0.374489486,0.21442,0.189268476,-0.122104371,0.36568223,-0.269427503,-0.564428046,0.483005554,0.094890744,0.043578767,-0.859146491,0.236990533,0.086379063,-0.052526932,-0.110603093,-0.045268275,-0.64892725,-0.720725499,-0.230060381,-0.018306464,-0.091422193,0.011654389,-0.880841217,0.267181503,0.225167264,0.230927298,-0.066248371,-0.189734224,-0.189365364,-0.683914463,0.530786913,0.042696523,-0.044353273,-0.363116125,1.379084611,-0.028671255,-0.19697132,-0.641334843,0.196608862,-0.718451235,-0.348672207,-0.579184912,-0.053984288,-0.77385221,-0.73597247,-0.274786431,-0.198749868,-0.041250823,0.680777544,0.693568968,0.748573085,-0.577683158,-0.489632406,-0.092751953,0.146746538,-0.526314446,-0.507254673,1.846449584,1.162653784,1.80545005,1.465959611,1.580956654,2.158310736,0.700746123,1.672196533,2.167760821,1.913930073,1.792512661,1.682228622,0.648917121,1.635360318,1.492113642,1.565615982,0.905440367,-0.806948272,-1.175882702,-0.740704102,-0.840299312,-0.941595345,-0.472364829,-0.666962532,-0.826589409,-0.402012136,-0.854008119,-0.505414395,-0.654357681,-0.57472318,-0.332141203,-0.84362431,-0.656778517,-1.318131372,-0.378169532,-0.954788121,-1.173418885,-0.869926172,-0.481470161,-0.094755875,-0.512786854,-0.635571042,-0.272684116,-0.047592571,-0.741193587,-0.319197143,-0.666087902,-0.788094014,-0.614653405,-0.421238733,-0.783598595,-0.786012313,-0.748938068,-0.066939435,-0.545810672,-0.827277349,-0.324358805,-0.970173333
